,Model,Colour,Memory,RAM,Battery,Rear_camera_mp,Front_Camera_mp,AI_Lens,Mobile_Height,Processor,Price
499,Infinix Note 12 Pro,Tuscany Blue,256,8,5000,108MP,16MP,True,17.02,Mediatek Helio G99,16999.0
500,Infinix Note 12 Pro,Volcanic Grey,256,8,5000,108MP,16MP,True,17.02,Mediatek Helio G99,16999.0
501,vivo T1 Pro 5G,Turbo Black,128,6,4700,64MP,16MP,False,16.36,Qualcomm Snapdragon 778G 5G Mobile Platform,23999.0
502,Tecno Pova 3,Eco Black,128,6,7000,50MP,8MP,False,16.71,MediaTek Helio G88,13999.0
503,REDMI 12c,Royal Blue,128,6,5000,50MP,5MP,False,17.04,MediaTek Helio G85,10799.0
504,LAVA Z2,Flame Red,32,3,5000,13MP,8MP,False,16.55,MediaTek Helio G35,7999.0
505,Infinix Hot 12 Pro,Lightsaber Green,64,6,5000,50MP,8MP,False,16.76,Unisoc T616,9999.0
506,Infinix Hot 12 Pro,Racing Black,64,6,5000,50MP,8MP,False,16.76,Unisoc T616,9999.0
507,Infinix Hot 12 Pro,Electric Blue,64,6,5000,50MP,8MP,False,16.76,Unisoc T616,9999.0
508,realme Narzo 50A,Oxygen Green,128,4,6000,50MP,8MP,False,16.51,MediaTek Helio G85,11762.0
509,REDMI Note 11T 5G,Aquamarine Blue,128,6,5000,50MP,16MP,False,16.76,Mediatek Dimensity 810,18990.0
510,REDMI Note 11T 5G,Matte black,128,8,5000,50MP,16MP,False,16.76,Mediatek Dimensity 810,18999.0
511,Infinix Note 11s Free Fire Edition,Mithril Grey,128,8,5000,50MP,16MP,False,16.71,MediaTek Helio G96,15999.0
512,vivo V25 5G,Elegant Black,256,8,4500,64MP,50MP,False,16.36,Mediatek Dimensity 900,29418.0
513,vivo V25 Pro 5G,Sailing Blue,256,8,4830,64MP,32MP,False,16.66,Mediatek Dimensity 1300,13499.0
514,MOTOROLA g31,Meteorite Grey,64,4,5000,50MP,13MP,False,16.26,Mediatek Helio G85,11999.0
515,SAMSUNG Galaxy A54 5G,Awesome Violet,256,8,5000,50MP,32MP,False,16.26,"Exynos 1380, Octa Core ",13499.0
516,realme C11 2021,Cool Grey,32,2,5000,8MP,5MP,False,16.51,Octa-core,7499.0
517,vivo Y21T,Pearl White,128,4,5000,50MP,8MP,False,16.71,Qualcomm Snapdragon 680,15499.0
518,REDMI K50i 5G,Phantom Blue,256,8,5080,64MP,16MP,False,16.76,Dimensity 8100,29990.0
519,Tecno Spark Go 2023,Nebula Purple,32,3,5000,13MP,5MP,False,16.66,MediaTek Helio A22,7280.0
520,APPLE iPhone 14 Plus,Purple,128,3,4323,12MP,12MP,False,17.02,6 Core,13499.0
521,Tecno Spark Go 2023,UYUNI BLUE,64,4,5000,13MP,5MP,False,16.66,Mediatek Helio A22,8999.0
522,IQOO Neo 7 5G,Frost Blue,256,4,5000,64MP,16MP,False,16.71,Dimensity 8200,13499.0
523,realme 9 5G,Meteor Black,64,4,5000,48MP,16MP,False,16.51,Mediatek Dimensity 810,13499.0
524,realme 9 5G,Supersonic Black,64,4,5000,48MP,16MP,False,16.51,Mediatek Dimensity 810,13499.0
525,APPLE iPhone 14 Plus,Starlight,128,4,4323,12MP,12MP,False,17.02,ios,13499.0
526,vivo Y100 5G,Metal Black,128,8,4500,64MP,16MP,False,16.21,Mediatek Dimensity 900,23999.0
527,vivo Y100 5G,Twilight Gold,128,8,4500,64MP,16MP,False,16.21,Mediatek Dimensity 900,23999.0
528,SAMSUNG Galaxy A23,Blue,128,6,5000,50MP,8MP,False,16.76,Octa-core(EXYNOS),17499.0
529,realme Narzo 50i Prime,Mint Green,64,4,5000,8MP,5MP,False,16.51,Unisoc T612 processor,8460.0
530,SAMSUNG Galaxy A04,Copper,128,4,5000,50MP,5MP,False,16.51,Mediatek Helio P35,12999.0
531,OPPO F21s Pro,Starlight Black,128,8,4500,64MP,16MP,False,16.33,Qualcomm SM6225 Snapdragon 680 4G (6 nm),20890.0
532,APPLE iPhone 12,Blue,64,8,2815,12MP,12MP,False,16.71,ios,13499.0
533,SAMSUNG Galaxy A13,Peach,128,6,5000,50MP,8MP,False,16.76,Exynos Octa Core,16499.0
534,Nokia G11 Plus,Grey,64,4,5000,50MP,8MP,False,16.55,Octa Core,9790.0
535,SAMSUNG Galaxy A04e,Light Blue,64,3,5000,13MP,5MP,False,16.51,Mediatek Helio P35,9999.0
536,SAMSUNG Galaxy S23 5G,Cream,256,8,3900,50MP,12MP,False,16.71,Qualcomm Snapdragon 8 Gen 2,13499.0
537,LAVA Z21,Cyan,32,2,3100,5MP,2MP,False,16.71,Octa Core,5998.0
538,Tecno Spark 8T,Turquoise Cyan,64,4,5000,50MP,8MP,False,16.76,MediaTek Helio G35,9990.0
539,SAMSUNG Galaxy A54 5G,Awesome Lime,128,8,5000,50MP,32MP,False,16.26,"Exynos 1380, Octa Core ",13499.0
540,OPPO A77,Sky Blue,128,4,5000,50MP,8MP,False,16.66,Mediatek Helio G35,15999.0
